# Dados DNS Gerados
# Total de domínios: 10000
# Formato: domínio -> ip1,ip2,ip3...

brianpalmer.com -> 89.124.144.117
iinstitute.gov -> 178.72.121.172,7.5.254.218,85.173.202.92
portshawn-region.com -> 67.253.181.24
themselvestech.com -> 64.101.27.153,212.126.182.55
cause-ai.net -> 181.106.177.104
scientistsociety.info -> 45.246.158.132,209.86.187.181
codyton-local.com -> 68.231.234.127,178.46.100.17,182.69.18.76
foundation-strategy.com -> 120.229.44.203,88.115.43.145
grahamholmes.com -> 18.18.167.60,71.8.84.86
austinmiller.com -> 166.207.9.55,114.223.31.48,2.155.115.194
rodriguezjames.edu -> 186.138.22.162,14.45.167.59
campaign-society.org -> 20.170.213.180
browngroup.com -> 73.250.209.32
aitax.edu -> 51.74.129.201,166.63.98.208
four-web.com -> 42.13.22.206,138.7.17.125,210.173.21.155
three-digital.org -> 216.109.144.109,131.57.198.33
owens129.net -> 53.9.44.82,74.235.151.65
donaldview.biz -> 136.218.53.94,47.175.217.11
housecyber.com -> 105.216.140.190,148.128.135.44
gordonjimenez.org -> 76.111.84.25
ml-class.com -> 65.16.129.242,45.52.248.239
northjoe-area.biz -> 189.74.78.250,30.202.168.80
apifar.com -> 42.179.169.197,111.211.191.90
smithbarrandmendez.com -> 83.39.120.149,142.190.187.37,88.191.148.236
foundation-key.com -> 60.190.67.63,189.251.218.13,110.13.176.87
chenltd.com -> 155.201.74.117,206.126.190.104
appthree.com -> 132.124.7.161,209.84.124.170,123.241.41.217
riggsllc.com -> 174.159.4.134
vanessamouth.org -> 144.240.169.50
jessica657.info -> 61.142.105.86,179.198.247.183
association-else.gov -> 156.208.33.90,76.164.45.152
garyhavencity.com -> 182.199.223.194,139.43.57.11,15.109.157.94
eastsharon-area.net -> 190.253.117.36
speakapp.com -> 52.129.166.60,122.80.245.194
porterllc.com -> 185.68.191.108
barkermouth.net -> 131.192.38.128,96.61.148.118,180.248.105.6
garciaevansandcruz.com -> 50.207.5.60
nolanharris.info -> 196.176.85.123
society-dinner.info -> 79.236.244.250,53.78.62.216,182.252.212.189
hughesrobertson.com -> 106.30.190.138
georgenavarroandperr.net -> 62.254.95.5
kevinberg.com -> 142.38.49.170,170.0.189.208
harrisltd.edu -> 28.177.236.255
babyinstitute.com -> 161.63.112.238,222.159.49.18,16.65.198.17
cory198.com -> 69.14.26.101,38.232.189.50
dana-monroe.com -> 101.181.18.127
newjoshua.net -> 4.231.189.168,61.156.1.105
calhounmorganandray.com -> 76.237.114.218
westwalshandjohnson.edu -> 212.99.46.4,87.184.158.128
caleb.rios.com -> 133.235.38.97
newman786.com -> 169.210.223.165,112.145.96.71
chair-app.com -> 23.53.141.126,64.231.166.5
research-society.com -> 57.104.30.104,1.74.197.57
sean.gutierrez.edu -> 96.17.115.89,173.98.147.239
idea-sys.com -> 213.71.92.183,222.63.148.58,46.124.35.9
garcia69.com -> 37.16.248.160,190.174.111.109,62.114.128.154
hillllc.net -> 168.95.52.193
ryanwoodard.com -> 78.32.159.135,88.22.224.172,144.119.57.228
jamesrodriguezandshe.edu -> 11.58.123.182
cyber-these.com -> 210.6.20.125
crawfordberg-city.com -> 148.7.207.196
rebekah-wiggins.org -> 50.51.97.216
wellssanchezandgibbs.com -> 53.129.210.141,94.255.35.107,162.151.73.27
reachai.net -> 61.83.241.168,213.182.86.34
portkeith.edu -> 50.226.224.54,81.228.106.9
edward.smith.org -> 89.144.170.210
david-juarez.net -> 175.144.110.117
new-api.com -> 49.231.173.133,34.1.149.24,190.21.255.220
cruzberg.edu -> 193.220.187.74,141.193.203.108,117.106.26.35
laurie56.com -> 176.68.194.233,72.46.180.161
realsoft.com -> 54.122.212.181,206.173.105.251,213.221.155.241
digitaltrial.com -> 153.158.179.196,157.21.99.97,171.243.48.73
association-relate.com -> 179.96.88.82
larryschmidt.com -> 170.32.183.94
cloud-can.com -> 113.133.0.92,179.190.61.90
bryanbell.com -> 22.153.130.102
his-sys.com -> 3.165.32.83,82.208.163.235,173.105.46.136
david982.com -> 25.227.137.111,63.181.208.11
center-various.info -> 4.143.48.112,18.48.166.210
morrisltd.gov -> 214.231.111.136,37.93.99.60,219.49.174.253
amandaburghcity.edu -> 42.45.220.247,191.124.47.236
institute-different.edu -> 145.245.178.197,102.206.243.92,169.251.113.149
beautifulsociety.edu -> 176.1.157.164,137.9.105.243,207.93.151.90
devrecent.info -> 15.156.61.226,2.156.216.153
reflect-digital.com -> 158.207.117.34,52.32.159.19
sandersgroup.net -> 160.193.21.112,156.34.38.228
duffyjohnsonandreyes.org -> 134.165.87.19,136.56.57.244
api-significant.com -> 7.42.144.165
april-cunningham.biz -> 124.80.156.77,47.36.3.194,102.85.206.65
christopherjames.info -> 148.85.98.68,33.210.180.9
conference-foundation.org -> 40.2.251.64
bit-dev.org -> 14.74.119.110,176.80.34.229
porttiffanyregion.com -> 115.177.191.128,135.213.126.43,5.95.174.141
duane.hopkins.com -> 27.84.211.57,44.192.215.86,131.245.17.67
mary.navarro.org -> 119.1.40.237,82.159.97.212
robertsmorrisandnels.com -> 214.92.198.53,93.181.139.228,149.144.47.209
rojasfort-area.com -> 211.224.25.140,146.200.187.167
rachelunderwood.com -> 187.21.33.83,214.184.13.100
center-bill.com -> 44.215.72.200,187.189.138.207,115.224.39.177
seasonsociety.com -> 17.69.178.87,54.154.158.162
wattsfurt-online.com -> 35.145.207.97,17.222.14.115,98.177.69.152
agency-soft.edu -> 28.55.163.125,17.109.115.239,206.219.99.164
newsharonberg-region.com -> 35.6.49.141
sys-kitchen.com -> 14.142.93.59
hotelweb.org -> 45.99.72.158,80.76.7.170
modelcenter.gov -> 124.109.222.204,144.158.175.115
apiattack.net -> 98.45.25.241
association-address.com -> 144.163.195.173
jamesgraham.com -> 45.118.96.119,56.209.82.227
brendan433.com -> 73.241.197.155
accountsoft.org -> 223.159.231.102,77.222.235.148
newjasonshire-online.com -> 137.73.63.84
me-society.edu -> 70.21.244.82,11.134.179.90
operationsoft.com -> 170.108.82.213
hutchinsonberg.com -> 85.71.56.94,68.188.137.203
makecenter.com -> 190.156.119.108,32.130.124.129,66.12.12.73
tammy646.com -> 26.56.148.145,180.9.88.19,51.152.254.44
westdavidhavenlocal.org -> 138.193.106.224
portvaleriefurt.com -> 218.200.171.110,161.73.107.169
methodassociation.com -> 200.205.188.225,69.87.46.86
megansaunders.com -> 25.68.194.184
northjohncity.net -> 95.74.77.138
clementsmcbrideandlo.com -> 47.207.120.130,201.177.58.35,132.1.202.215
portaprilberg.net -> 59.32.128.56,149.154.155.178
reyesplc.org -> 74.217.51.100
davismouth.edu -> 121.141.233.85
jobai.net -> 105.124.239.114
hatfield572.net -> 96.248.204.134,117.87.7.213
cyber-agent.com -> 98.68.24.232,62.76.5.199
watkins746.org -> 171.195.143.198
griffinbrewer.gov -> 52.45.238.109,48.48.75.208,4.235.80.225
foundation-myself.com -> 168.250.19.27,114.212.142.43
databorn.com -> 186.142.182.20
rebeccahicks.com -> 207.196.193.247,126.20.121.8
bell775.org -> 113.10.191.226,45.79.213.60
forceapi.com -> 188.34.198.80,58.156.70.168,58.194.134.128
christinegillespie.com -> 142.6.111.104
offer-association.org -> 24.135.20.128
kellywilkerson.com -> 83.181.3.219,85.185.198.52
size-tech.com -> 115.251.131.116,120.178.187.246
agreecloud.org -> 61.91.193.117,173.21.45.158,156.131.166.176
combsstadarea.com -> 42.12.73.143
stacy.ayala.com -> 223.246.113.53,143.31.182.226,215.117.134.171
digital-difficult.com -> 192.156.50.202
gibsonport.org -> 168.17.35.48
tech-travel.com -> 184.15.201.12,103.224.97.9
curryinc.org -> 8.225.39.150,214.248.130.197
remainassociation.org -> 216.207.197.153
alsocenter.com -> 143.182.112.141,43.185.42.231,19.160.151.118
wideassociation.com -> 214.86.208.49
foundation-right.net -> 180.83.163.39
digitalteam.com -> 203.141.144.11,101.5.130.246
association-leave.com -> 50.3.19.118,219.130.40.105,81.18.234.24
gibbs430.org -> 30.241.176.47
dunntravisandbailey.edu -> 15.221.152.134
oconnorkellyandhayne.net -> 19.42.160.189
russomiller.com -> 217.102.15.157,35.119.95.17
chapman238.edu -> 213.169.82.246
such-cyber.net -> 117.171.107.134,77.17.239.107
gillltd.org -> 14.93.4.42
includingsoft.biz -> 14.207.127.80,6.105.210.22
northandrew.edu -> 99.21.6.97
wrongdigital.com -> 160.247.175.246,131.46.68.21
ruthview.com -> 81.113.248.150,177.66.63.70
similar-society.org -> 29.6.45.156,38.23.143.57,198.92.137.203
westgregory.com -> 1.191.67.147,17.178.138.30
energyinstitute.net -> 189.92.211.97,210.66.206.188
allowfoundation.edu -> 5.81.18.231,191.74.147.76,84.79.73.104
sysdescribe.com -> 14.201.90.207,7.47.252.143
thomasplc.edu -> 31.181.145.39
nicholas.wilson.com -> 140.141.228.167
kevinmouth.net -> 36.94.33.77,199.116.15.94
ai-today.biz -> 76.161.216.154
apiworld.biz -> 140.60.28.209,147.119.132.34,3.115.96.14
techelection.org -> 192.100.63.174
society-could.net -> 209.157.226.246,85.59.189.53,130.185.14.238
larrycompton.org -> 75.57.67.79,126.230.254.227,89.226.143.169
kingwilkersonandyate.net -> 182.247.163.39
eastkerryberg.net -> 50.181.242.220,222.19.17.181
david.hunt.com -> 220.151.200.241,105.50.157.58,191.2.120.66
nashhopkinsandgross.edu -> 200.144.127.14,203.86.189.105,70.161.167.244
miss-code.com -> 81.31.206.200,5.17.42.37
ericksoninc.info -> 218.201.102.82
suttonchester.com -> 115.153.61.165,67.221.15.90,145.144.115.151
brendavelasquez.com -> 154.221.29.247
sayapp.com -> 148.106.70.73,89.94.136.80,62.207.164.73
westmichaelton-local.com -> 197.68.2.5
with-association.com -> 155.190.77.207,189.242.176.128
portkayla-region.com -> 168.226.38.139,15.45.73.23
davismoutharea.com -> 68.54.161.206
barbara-duncan.com -> 96.176.236.187,31.78.8.102
lakemichellefortregion.com -> 128.23.169.141
david306.com -> 155.33.18.0,184.218.77.45
matthewmouth.com -> 12.164.190.166
dealassociation.com -> 64.174.34.164,119.243.159.228
monthsociety.info -> 130.143.40.26,50.91.157.91
landapp.com -> 218.229.67.146
joanland-city.com -> 154.136.254.72,6.110.166.55
plantcode.com -> 159.35.227.158
sameweb.com -> 124.198.13.96,128.126.77.65,101.72.77.248
compareweb.org -> 57.197.45.94,8.104.254.247
deborah.clark.edu -> 63.110.126.137,12.151.85.156
markthornton.net -> 218.96.164.253,100.18.88.10
cyberever.net -> 189.100.195.59,33.39.252.81
rhonda-rodriguez.edu -> 75.23.107.52
foundation-half.org -> 192.239.113.48,68.221.152.66
codecertainly.gov -> 110.74.176.193
goodwinschwartz.org -> 32.49.137.6,148.44.61.18
tammymouth.com -> 116.149.97.197,180.210.119.233
receiveapi.net -> 202.216.1.154,108.13.65.252,29.182.7.239
aaronwhitney.com -> 104.243.65.90,18.63.161.80
williamsllc.com -> 59.109.197.159,125.214.220.46
institute-real.edu -> 152.231.176.178,143.167.184.73
sysreally.info -> 215.41.182.118
cannonsanchezandgonz.com -> 99.145.160.239,163.93.48.60
boydhaven-area.com -> 105.246.211.136,203.181.220.90
angela.cortez.info -> 194.104.244.199,220.31.228.130
whitethomas.gov -> 63.111.22.137,163.197.32.24,31.178.20.156
early-institute.net -> 187.132.96.40,65.154.172.199
scottmelendezandpowe.com -> 141.89.228.156,205.105.125.230,150.116.162.190
weavergroup.org -> 106.119.218.69,59.197.89.91,96.180.149.241
southrichardmouth-area.com -> 190.55.130.230
castanedanixonandlam.biz -> 119.182.227.116,68.83.186.148
williamspearsonandki.edu -> 215.73.26.73,117.200.233.143
holtllc.com -> 91.42.116.96
ericscott.com -> 35.138.144.82
security-ai.com -> 114.108.61.102,126.241.200.183
lopezbell.com -> 12.97.65.23,179.141.143.228,154.42.181.248
millerberg-local.net -> 129.95.62.193,55.81.45.86
teresa.white.com -> 22.134.75.99,150.73.144.212
cannonfurt-online.net -> 148.168.200.198
northstevensidearea.com -> 206.100.122.130
sys-threat.com -> 117.173.181.43
alicia428.com -> 91.112.101.231,21.39.75.16,164.72.175.66
quitefoundation.net -> 165.2.27.98,148.233.51.72,81.27.43.131
collins768.com -> 183.38.209.237,63.55.176.114,46.113.139.26
think-institute.com -> 52.148.252.18,118.27.116.201,171.145.39.65
craig.brown.com -> 15.29.51.240,20.200.177.206
eugene.wolfe.org -> 56.63.72.99,178.180.211.157
something-center.net -> 196.247.196.20,112.139.215.113,95.203.54.98
alex494.com -> 35.213.36.175
kirbyfort-area.com -> 189.251.15.216,143.145.51.16
total-association.com -> 4.79.66.121,211.118.244.177,121.236.44.251
bankstownregion.com -> 91.212.98.226
eastkathleentonregion.com -> 16.52.101.163
suttontapiaanddiaz.com -> 219.21.163.62
withoutassociation.org -> 138.8.158.183
delacruzllc.edu -> 59.233.139.250
matthew934.com -> 83.111.240.102
joshualand-online.com -> 98.253.44.122
southrichardboroughlocal.com -> 101.26.132.230
arnoldllc.com -> 26.119.254.96
barrolsonandbailey.com -> 155.220.218.104,132.43.172.8
society-add.org -> 170.213.173.31,39.42.144.56
ratherassociation.com -> 162.62.44.22,15.193.66.20,39.60.152.201
caleb-carey.org -> 192.22.3.24,142.171.62.72
thomashillandanderso.com -> 28.176.82.198
centralapi.net -> 11.192.201.204,75.249.87.59,4.115.133.246
herselfweb.com -> 109.191.44.245,88.136.100.249
newshariville.com -> 137.149.211.105,131.106.130.253
jacquelineside-local.edu -> 58.242.75.197
josephsidearea.com -> 81.101.135.187
susanbury-local.com -> 7.108.70.168
head-ai.com -> 197.214.18.176,75.243.169.39
rebecca707.com -> 206.251.104.206
williamport.org -> 8.151.71.62
james482.com -> 112.193.187.16
these-association.com -> 32.111.19.32
webpattern.org -> 147.194.71.175,125.144.186.171,219.138.242.159
portconnorburylocal.com -> 209.175.47.249
fosterstad.org -> 221.217.54.164
think-tech.com -> 87.11.142.63,86.84.126.174
portwilliamstad.com -> 157.76.17.158,31.130.169.237,5.179.187.191
berrycoffey.com -> 147.188.138.242,23.57.91.170
hernandezshireregion.com -> 170.42.170.195,148.214.188.113,210.165.15.168
rule-society.org -> 166.51.160.158,160.74.223.1
person-tech.net -> 72.214.100.174,24.180.36.59,25.223.20.165
kingltd.org -> 113.74.97.212,67.37.204.165
southdeborahonline.com -> 180.70.237.212,119.51.70.2,96.223.94.131
stay-sys.org -> 115.253.63.226,79.147.82.13,80.215.215.230
mitchellmartin.net -> 16.107.2.176
jared-cruz.com -> 162.228.8.166,12.58.114.85
propertydata.info -> 109.212.151.122,57.209.126.11
longhodgesandjohnson.com -> 149.90.185.250
digital-wife.org -> 2.32.32.159
brandon.ward.edu -> 3.102.16.215,214.227.21.155,6.158.250.136
collierton-area.org -> 218.12.12.56,125.85.3.126,19.104.188.190
opportunityai.com -> 158.198.212.94,24.194.121.141
christine.ramsey.com -> 82.13.13.94
whitneysavageandwils.com -> 135.78.62.80,202.138.205.154,18.247.11.79
data-view.com -> 149.212.254.71,123.162.22.76,64.61.24.20
mikayla395.org -> 41.14.94.200,220.130.40.208
herreracox.org -> 218.9.217.166
jimmyfurt.edu -> 119.240.196.195,55.19.178.104,150.138.94.18
eastelizabethviewarea.com -> 126.67.251.51,113.162.242.197
association-they.org -> 21.231.211.124,49.61.124.149
mrs-tech.com -> 170.110.77.116,14.69.245.110
westpaulburgh-city.com -> 5.222.156.128,53.115.31.202
shepardhopkinsandwal.net -> 103.113.109.1
cyberbeautiful.com -> 132.241.96.188
westryan-region.com -> 167.27.192.234,213.62.76.96,25.67.211.108
may-soft.com -> 98.116.40.26,22.32.63.76
jacksonthompson.com -> 179.135.29.89
gallagherjones.com -> 154.17.118.222,2.174.62.90
boydpeterson.net -> 201.23.236.175
gonzalezlewisandthor.com -> 63.183.143.13,60.162.167.125,49.135.19.46
grimesandsons.com -> 137.177.226.114,154.223.41.130
reesellc.com -> 60.29.76.41,17.199.59.17,47.139.238.146
code-sit.com -> 41.142.169.39
davidhavenarea.gov -> 84.61.142.233,122.129.125.195
bankinstitute.info -> 136.17.7.4,55.159.210.62
newsusan-local.com -> 116.4.131.130,91.66.85.24,170.89.56.23
williamsfurtregion.com -> 120.240.60.250,52.211.196.41
differencecenter.net -> 198.63.224.69
sysrisk.biz -> 203.173.225.31,87.0.158.139
austinhill.info -> 204.223.151.185,51.31.94.204,199.179.143.93
institute-upon.net -> 22.2.94.73
colemanhaven-online.org -> 124.90.193.222,102.73.108.88
henryjonesandmontgom.org -> 27.250.149.42
meettech.com -> 147.36.85.79,211.64.210.60,54.240.145.95
ramirezltd.com -> 148.235.203.98,11.7.225.200,5.179.145.12
patrickjohnson.com -> 213.152.72.211
longbarberandkirk.com -> 12.29.169.26
effort-cloud.com -> 210.49.213.220,51.230.87.121,15.126.145.59
jacksongonzalezandmc.com -> 172.64.108.172,16.143.62.127,166.41.165.184
ai-fact.com -> 112.13.34.62,112.28.19.229
hugefoundation.gov -> 144.191.244.201,39.245.204.16,131.11.132.242
william.roberson.org -> 22.192.137.77,75.89.180.214
littlegray.org -> 180.112.78.185
whiteborough-online.info -> 183.26.123.171,174.151.128.243
codeartist.edu -> 121.169.11.61,110.44.101.88
pamela-rivera.com -> 93.183.136.90
jesus-clark.com -> 170.168.63.157,55.109.102.48,121.165.243.140
area-society.com -> 195.96.59.165
traditionalsociety.biz -> 101.239.188.227,217.196.109.179
davisrhodes.org -> 59.204.72.193,58.238.139.79
schultzinc.com -> 190.171.36.228,108.21.138.214,218.14.97.249
behind-center.org -> 121.240.88.57
rangelgroup.com -> 36.104.58.65
lakejamesstad.com -> 35.41.19.21
spencemooreandward.edu -> 43.23.232.24,17.89.71.112
cloud-itself.com -> 75.184.194.55
lopezllc.com -> 103.217.153.96,140.2.19.121
amandacarlson.org -> 217.158.157.38,42.179.204.116
westcaleb.com -> 31.142.116.148,49.84.129.114
ellisfurt.com -> 38.137.94.39,109.84.127.169
least-association.com -> 102.192.167.18,29.13.8.247,61.15.99.53
clarkltd.biz -> 74.186.207.96,68.145.152.103
john119.net -> 207.241.176.181,45.116.49.48
gregoryport-area.com -> 45.186.18.226
thankinstitute.com -> 164.157.201.194
require-tech.org -> 186.156.7.75,190.135.186.100,46.201.204.85
colemanmeyerandgonza.com -> 151.43.73.253,108.148.229.238,100.24.157.13
hannahmouth.org -> 105.6.105.178,63.95.57.228
deal-center.com -> 146.86.123.62
fishertownarea.com -> 207.117.222.130,200.155.70.6
teresa-scott.org -> 86.232.116.149,26.68.187.163
just-app.com -> 208.140.199.217
amy-beck.com -> 77.167.84.68
eastharryvilleregion.biz -> 182.181.112.242
susanville-local.gov -> 110.174.42.178
pick-institute.edu -> 98.215.57.48
rhonda-garcia.edu -> 193.84.27.190
fuentesburton.org -> 40.42.212.209,80.230.184.3
cyberfront.com -> 103.230.51.82,66.83.137.198,120.255.65.75
theysoft.com -> 159.67.147.149,7.134.84.105
piercepacheco.com -> 178.130.171.45,150.150.198.17,179.54.161.151
detail-soft.com -> 108.198.181.203,97.102.46.104,153.42.234.2
james-kelly.info -> 120.83.50.24,101.198.23.37,173.129.151.120
johnsonllc.net -> 30.143.75.195,115.52.60.208
kelleygomezandpeters.com -> 94.8.246.7,21.44.42.198
jamessuarezandkoch.com -> 50.48.11.183,78.228.239.198
deanplc.org -> 9.64.183.183,151.224.127.92
olsonplc.net -> 28.139.26.35,141.232.166.78
regioninstitute.net -> 9.187.84.234,198.79.201.85,217.74.228.64
nelsonville.gov -> 105.85.230.37,128.143.215.97
softalso.com -> 69.211.172.255
rogerssnyder.com -> 220.175.190.165,222.127.167.181
westjames.com -> 111.147.131.13,89.183.160.27
esteshavenonline.com -> 27.206.168.51
lisawhitaker.com -> 120.142.137.33
cruzinc.org -> 89.237.50.66,37.100.4.85,48.50.28.128
society-thousand.com -> 28.225.225.28,185.73.39.124,178.128.98.45
westmichaelfortregion.org -> 66.228.92.193,204.112.181.28
bartonmurrayandberry.net -> 85.41.185.169,7.156.101.86,149.59.63.116
evansscottandmartin.com -> 81.178.204.31,181.88.159.84
site-society.gov -> 86.30.148.219,155.186.56.227,72.228.130.178
novaksmithandweber.com -> 8.182.79.236,131.14.90.244,135.99.72.36
freesociety.edu -> 83.83.178.88,185.86.130.138,67.208.56.213
angela.smith.net -> 79.127.40.212,158.171.50.34
association-professional.edu -> 124.165.108.190
tara-watts.org -> 221.68.190.191,121.118.4.153,110.151.69.125
association-floor.net -> 26.63.164.4,142.7.138.4
singh5.com -> 109.114.251.150
greeneltd.net -> 50.130.216.197
digital-card.biz -> 120.171.84.70
campbellsoto.net -> 79.47.195.152
womansys.com -> 153.156.74.117
karenburgh-area.edu -> 29.215.29.206
northashleyarea.net -> 4.209.29.24
hernandezgroup.com -> 48.158.70.96
portkatie.gov -> 95.62.242.125,64.131.62.53
matthewstown.net -> 143.204.46.166
michaelsloan.com -> 174.139.149.45
preventassociation.com -> 94.7.15.131
matthew.lewis.org -> 67.131.21.17,86.107.22.135
wantsociety.com -> 103.254.212.136
smithfurtonline.com -> 79.21.53.217,31.80.172.56
andreaburgh-local.gov -> 182.88.147.72
tanner-vasquez.edu -> 71.89.231.130,47.94.58.234
dream-data.org -> 76.199.221.108,213.246.171.134,56.127.199.248
durhamperryandwallac.org -> 120.137.133.203
eastchad-region.com -> 69.218.34.13
physicalassociation.edu -> 46.131.238.107,147.69.206.254,110.152.150.54
apireality.com -> 18.199.251.197,45.149.198.233
andres.gilmore.com -> 141.52.194.25
foundation-quality.com -> 203.51.234.102,135.133.24.120
center-employee.biz -> 88.97.255.37,140.139.6.101,220.34.26.192
crawfordclark.com -> 44.135.45.187,51.75.120.55,43.194.147.228
zacharyfowler.com -> 100.211.59.244,147.195.69.9
kellerhardyandcolon.org -> 141.140.235.59
jennifer-carlson.edu -> 60.10.65.126
loss-ml.com -> 47.90.146.6
putinstitute.com -> 114.210.15.88,95.193.182.90,88.205.209.163
institute-financial.com -> 91.185.212.98,41.49.213.157
jamesholt.edu -> 161.56.131.14,34.158.64.218
clearlycloud.gov -> 61.116.58.21,8.34.43.218
use-api.com -> 201.86.8.212,89.151.160.91
jamesjimenez.com -> 76.33.243.127,135.92.153.241,120.33.211.26
foundation-republican.com -> 56.88.201.149
syspoint.com -> 140.221.75.31,175.78.170.249,205.86.73.40
cantuland-region.net -> 99.63.242.189,201.11.198.180,146.59.209.250
degree-institute.edu -> 58.195.113.97,15.178.109.45
popular-institute.com -> 202.245.32.184,152.243.159.159
sotoburgh.com -> 58.34.53.47
cloud-security.net -> 96.182.67.191,141.49.33.79
discussioncenter.org -> 72.161.47.40
gallegosinc.org -> 110.172.43.162,158.249.10.94
camera-institute.com -> 152.160.175.77,82.30.146.209,150.132.116.199
westjessicastad-city.biz -> 39.226.59.130
appjust.org -> 182.174.254.207
brandymouthregion.edu -> 193.76.235.122,58.204.125.176,171.213.107.235
ashleypage.net -> 69.106.144.106,188.43.238.104,55.151.78.41
possiblesociety.info -> 107.10.50.221,109.101.198.97
roseton.com -> 218.184.56.189,160.177.76.17
carrollborough-city.net -> 78.62.163.177
aifeeling.org -> 191.113.198.113
since-institute.org -> 172.145.204.234
barcenter.com -> 97.25.58.189,16.200.214.225
ml-threat.com -> 142.255.176.163,219.154.187.120,149.39.215.244
lakegloriashirearea.net -> 130.64.153.46
majorityapi.gov -> 107.38.235.39,77.25.7.235,114.102.204.11
association-doctor.com -> 117.191.255.38,71.173.139.238
lakekathylocal.biz -> 159.208.226.40
calhounburycity.com -> 7.169.111.93
play-foundation.org -> 111.124.6.53,60.1.210.217
cloud-year.com -> 112.31.126.156,146.193.82.223
eastbrittany-area.gov -> 58.30.87.40
daltonview-area.org -> 152.29.137.23,49.84.4.70
datadecade.edu -> 89.201.168.138,104.95.30.248,36.34.46.16
lowebeltran.com -> 3.49.238.154,161.249.73.161
wagnergonzalesandwil.com -> 170.81.8.213
institute-at.edu -> 101.2.105.4,11.205.70.171
newdavid-online.com -> 37.99.7.123
particularly-digital.com -> 135.111.169.245,178.106.47.248,156.8.107.242
ortizorozcoandsmith.org -> 32.21.76.223
mullinsramirez.org -> 203.141.132.33,217.13.73.226,114.187.161.185
davispittman.org -> 104.24.119.81
center-change.org -> 145.251.104.127,193.135.3.240,179.145.52.239
institute-style.com -> 161.98.45.230,141.163.124.15,192.154.36.102
tableassociation.com -> 104.238.117.5,13.73.128.84
wilson305.com -> 221.176.228.205
earlyfoundation.com -> 70.164.28.117,96.28.144.128
we-foundation.org -> 191.114.235.141,185.106.128.55,79.139.168.29
maybe-institute.com -> 42.40.186.140,109.90.136.28,135.209.180.37
digital-serious.org -> 55.12.71.165,205.174.196.4
alicia.miller.com -> 26.19.3.100,18.88.60.244,199.60.187.208
itsassociation.com -> 126.142.91.35
hamiltoncarsonandhil.com -> 22.21.4.47,104.240.111.254
portbrianburghregion.com -> 172.206.217.126
devyard.edu -> 53.209.249.107
revealdev.com -> 70.76.231.152
cyber-ok.org -> 37.50.167.79,209.179.166.82
between-society.net -> 34.235.204.103,87.185.128.74,117.103.210.238
floydbonillaandhicks.com -> 8.60.102.65,81.82.223.78,203.78.141.81
melinda.steele.com -> 46.148.95.12,166.98.192.74
tylerreyes.com -> 92.253.199.94
hoffman953.com -> 108.100.249.198
center-truth.com -> 30.183.80.187,202.39.70.225
cloudtoo.com -> 142.176.232.247
victormouthonline.com -> 187.35.131.218,193.6.118.154
thomastownlocal.org -> 196.31.94.79,97.81.30.202,205.185.125.81
web-build.net -> 147.19.129.88,170.176.216.14,37.233.45.211
turneryoungandhill.com -> 56.111.64.24
association-our.org -> 25.126.86.75,109.62.10.29
mlorder.com -> 51.56.122.44,129.1.58.98
kathleen882.com -> 154.221.230.238,11.158.4.48
institute-employee.edu -> 124.7.103.218
foundation-ask.org -> 122.233.136.212
behindapp.com -> 140.173.204.192
professionalcode.net -> 65.175.93.88
parsonstrevino.com -> 64.68.18.228
warnervilleregion.biz -> 57.185.86.131,3.18.14.98,169.211.228.69
ryanbuckandflynn.gov -> 193.250.61.61,83.207.52.200,178.68.118.211
newpaulfurt.com -> 142.124.24.230,184.36.35.65
penny895.net -> 41.25.140.203,168.158.64.221,30.194.52.121
george-gibbs.info -> 189.30.26.60,169.103.91.181
mann822.com -> 154.31.100.66,81.112.186.211
cloud-pattern.com -> 146.217.214.3
center-break.org -> 21.10.209.34,210.47.73.24
johnsongonzalesandha.com -> 56.14.189.24,119.1.136.224,87.59.175.225
portmichael-area.org -> 204.104.115.48,164.224.39.200
williamslin.com -> 61.56.226.76,74.43.250.38
marie998.com -> 203.226.84.72,216.231.133.240
lakerossfurt.net -> 61.72.129.206,93.86.49.14,179.150.137.6
short401.org -> 95.160.34.248,65.33.224.224
room-society.com -> 44.69.218.14
ashleyfort-area.com -> 139.227.143.55,166.140.107.11
wardllc.org -> 93.119.163.181,54.93.54.166
dawsonandsons.com -> 98.16.178.224
foundation-north.org -> 90.189.23.205,91.151.97.118,140.60.67.79
fuentesandsons.com -> 126.74.69.151,111.239.141.117
center-now.org -> 40.94.178.181
the-center.org -> 208.27.104.150
attentionml.edu -> 183.2.10.101,214.243.103.247,64.224.78.10
juan.williams.net -> 29.115.169.215,51.203.50.26
martha.gillespie.net -> 129.4.113.182
daniel557.com -> 221.216.72.18,32.6.161.126
chooseinstitute.edu -> 175.153.208.57,4.76.87.66
web-remember.info -> 177.124.117.230,131.154.134.4
charactersociety.com -> 157.128.59.114,176.56.212.9
experiencefoundation.org -> 57.70.139.24,132.90.29.78,179.144.191.247
zacharylee.info -> 12.68.126.115
southdeancity.org -> 154.137.205.21,76.104.14.106
mckaypowers.info -> 18.32.135.206,30.165.109.196
friend-api.edu -> 99.73.211.176,185.146.166.160,205.112.121.246
cruzgarciaandbond.net -> 157.147.174.225
stephensmillerandfie.org -> 72.217.58.180
